f_neg,fast,Chi_sq
0.019,0.072,47.93854118
0.019,0.073,46.01765606
0.019,0.074,44.16231078
0.019,0.075,42.37040126
0.019,0.076,40.63991333
0.019,0.077,38.96891792
0.019,0.078,37.35556655
0.019,0.079,35.7980872
0.019,0.08,34.29478029
0.019,0.081,32.84401504
0.019,0.082,31.44422596
0.019,0.083,30.09390962
0.019,0.084,28.79162156
0.019,0.085,27.53597343
0.019,0.086,26.32563023
0.019,0.087,25.1593078
0.019,0.088,24.03577038
0.019,0.089,22.95382835
0.019,0.09,21.91233606
0.019,0.091,20.91018984
0.019,0.092,19.94632603
0.019,0.093,19.01971923
0.019,0.094,18.12938054
0.019,0.095,17.27435598
0.019,0.096,16.4537249
0.019,0.097,15.66659859
0.019,0.098,14.91211884
0.019,0.099,14.18945669
0.019,0.1,13.49781114
0.019,0.101,12.83640801
0.019,0.102,12.2044988
0.019,0.103,11.60135963
0.019,0.104,11.02629025
0.019,0.105,10.47861305
0.019,0.106,9.957672172
0.019,0.107,9.462832631
0.019,0.108,8.993479481
0.019,0.109,8.549017034
0.019,0.11,8.128868109
0.019,0.111,7.732473311
0.019,0.112,7.359290353
0.019,0.113,7.0087934
0.019,0.114,6.680472448
0.019,0.115,6.373832734
0.019,0.116,6.088394162
0.019,0.117,5.823690766
0.019,0.118,5.579270192
0.019,0.119,5.354693197
0.019,0.12,5.149533183
0.019,0.121,4.963375739
0.019,0.122,4.795818208
0.019,0.123,4.646469271
0.019,0.124,4.514948551
0.019,0.125,4.40088623
0.019,0.126,4.303922686
0.019,0.127,4.223708139
0.019,0.128,4.159902321
0.019,0.129,4.112174148
0.019,0.13,4.080201414
0.019,0.131,4.063670494
0.019,0.132,4.062276062
0.019,0.133,4.07572081
0.019,0.134,4.103715194
0.019,0.135,4.145977176
0.019,0.136,4.202231985
0.019,0.137,4.272211881
0.019,0.138,4.355655931
0.019,0.139,4.452309797
0.019,0.14,4.561925523
0.019,0.141,4.684261339
0.019,0.142,4.819081468
0.019,0.143,4.966155941
0.019,0.144,5.125260419
0.019,0.145,5.296176018
0.019,0.146,5.47868915
0.019,0.147,5.672591358
0.019,0.148,5.877679165
0.019,0.149,6.093753924
0.019,0.15,6.320621678
0.019,0.151,6.558093018
0.019,0.152,6.805982955
0.019,0.153,7.064110786
0.019,0.154,7.332299976
0.019,0.155,7.610378034
0.019,0.156,7.898176398
0.019,0.157,8.195530326
0.019,0.158,8.502278786
0.019,0.159,8.818264354
0.019,0.16,9.143333108
0.019,0.161,9.477334538
0.019,0.162,9.820121448
0.019,0.163,10.17154986
0.019,0.164,10.53147895
0.019,0.165,10.89977092
0.019,0.166,11.27629095
0.019,0.167,11.66090712
0.019,0.168,12.0534903
0.019,0.169,12.45391412
0.019,0.17,12.86205485
0.019,0.171,13.27779137
0.019,0.172,13.7010051
0.019,0.173,14.13157988
0.019,0.174,14.56940199
0.019,0.175,15.01436002
0.019,0.176,15.46634485
0.019,0.177,15.92524956
0.019,0.178,16.39096942
0.019,0.179,16.86340178
0.019,0.18,17.34244606
0.019,0.181,17.82800368
0.019,0.182,18.319978
0.019,0.183,18.81827432
0.019,0.184,19.32279976
0.019,0.185,19.83346327
0.019,0.186,20.35017558
0.019,0.187,20.87284912
0.019,0.188,21.40139803
0.019,0.189,21.93573807
0.019,0.19,22.47578664
0.019,0.191,23.02146267
0.019,0.192,23.57268663
0.019,0.193,24.1293805
0.019,0.194,24.6914677
0.019,0.195,25.25887309
0.019,0.196,25.83152291
0.019,0.197,26.40934476
0.019,0.198,26.99226758
0.019,0.199,27.58022159
0.019,0.2,28.1731383
0.02,0,1177.139139
0.02,0.001,1070.270564
0.02,0.002,981.6170548
0.02,0.003,906.3879461
0.02,0.004,841.4276242
0.02,0.005,784.5544895
0.02,0.006,734.2012468
0.02,0.007,689.2061654
0.02,0.008,648.6855074
0.02,0.009,611.9521559
0.02,0.01,578.4618159
0.02,0.011,547.7763378
0.02,0.012,519.5380436
0.02,0.013,493.4513357
0.02,0.014,469.2692516
0.02,0.015,446.783456
0.02,0.016,425.8166701
0.02,0.017,406.2168612
0.02,0.018,387.8527251
0.02,0.019,370.6101308
0.02,0.02,354.3892932
0.02,0.021,339.1025016
0.02,0.022,324.6722788
0.02,0.023,311.0298757
0.02,0.024,298.1140317
0.02,0.025,285.8699465
0.02,0.026,274.2484208
0.02,0.027,263.2051345
0.02,0.028,252.7000368
0.02,0.029,242.6968278
0.02,0.03,233.1625158
0.02,0.031,224.0670374
0.02,0.032,215.3829301
0.02,0.033,207.0850488
0.02,0.034,199.1503198
0.02,0.035,191.557526
0.02,0.036,184.2871189
0.02,0.037,177.3210535
0.02,0.038,170.6426428
0.02,0.039,164.2364296
0.02,0.04,158.0880722
0.02,0.041,152.1842437
0.02,0.042,146.5125415
0.02,0.043,141.0614067
0.02,0.044,135.8200526
0.02,0.045,130.7783991
0.02,0.046,125.9270156
0.02,0.047,121.2570676
0.02,0.048,116.7602701
0.02,0.049,112.4288445
0.02,0.05,108.2554797
0.02,0.051,104.2332971
0.02,0.052,100.3558183
0.02,0.053,96.61693621
0.02,0.054,93.01088817
0.02,0.055,89.53223175
0.02,0.056,86.17582244
0.02,0.057,82.93679322
0.02,0.058,79.81053584
0.02,0.059,76.79268359
0.02,0.06,73.87909551
0.02,0.061,71.06584172
0.02,0.062,68.34919003
0.02,0.063,65.72559344
0.02,0.064,63.19167873
0.02,0.065,60.74423572
0.02,0.066,58.3802075
0.02,0.067,56.09668124
0.02,0.068,53.89087974
0.02,0.069,51.76015348
0.02,0.07,49.70197335
0.02,0.071,47.71392378
0.02,0.072,45.79369636
0.02,0.073,43.93908394
0.02,0.074,42.14797506
0.02,0.075,40.41834876
0.02,0.076,38.74826977
0.02,0.077,37.13588392
0.02,0.078,35.57941396
0.02,0.079,34.07715552
0.02,0.08,32.62747344
0.02,0.081,31.22879818
0.02,0.082,29.87962261
0.02,0.083,28.57849889
0.02,0.084,27.32403552
0.02,0.085,26.11489466
0.02,0.086,24.94978952
0.02,0.087,23.82748192
0.02,0.088,22.74678004
0.02,0.089,21.7065362
0.02,0.09,20.70564486
0.02,0.091,19.74304068
0.02,0.092,18.81769667
0.02,0.093,17.92862253
0.02,0.094,17.07486295
0.02,0.095,16.2554961
0.02,0.096,15.46963215
0.02,0.097,14.71641193
0.02,0.098,13.99500554
0.02,0.099,13.30461117
0.02,0.1,12.64445388
0.02,0.101,12.01378448
0.02,0.102,11.41187848
0.02,0.103,10.83803506
0.02,0.104,10.29157611
0.02,0.105,9.771845314
0.02,0.106,9.278207268
0.02,0.107,8.810046662
0.02,0.108,8.366767482
0.02,0.109,7.947792252
0.02,0.11,7.55256132
0.02,0.111,7.180532171
0.02,0.112,6.831178773
0.02,0.113,6.503990951
0.02,0.114,6.198473791
0.02,0.115,5.914147076
0.02,0.116,5.650544734
0.02,0.117,5.407214325
0.02,0.118,5.183716541
0.02,0.119,4.979624732
0.02,0.12,4.794524451
0.02,0.121,4.628013018
0.02,0.122,4.479699106
0.02,0.123,4.349202339
0.02,0.124,4.236152913
0.02,0.125,4.140191226
0.02,0.126,4.060967532
0.02,0.127,3.9981416
0.02,0.128,3.951382395
0.02,0.129,3.920367764
0.02,0.13,3.904784142
0.02,0.131,3.904326268
0.02,0.132,3.918696907
0.02,0.133,3.947606589
0.02,0.134,3.990773355
0.02,0.135,4.047922518
0.02,0.136,4.118786425
0.02,0.137,4.203104232
0.02,0.138,4.300621693
0.02,0.139,4.411090947
0.02,0.14,4.534270322
0.02,0.141,4.669924138
0.02,0.142,4.817822527
0.02,0.143,4.97774125
0.02,0.144,5.149461528
0.02,0.145,5.332769875
0.02,0.146,5.527457938
0.02,0.147,5.733322345
0.02,0.148,5.950164556
0.02,0.149,6.177790717
0.02,0.15,6.416011526
0.02,0.151,6.664642099
0.02,0.152,6.92350184
0.02,0.153,7.192414319
0.02,0.154,7.471207149
0.02,0.155,7.759711874
0.02,0.156,8.057763857
0.02,0.157,8.365202168
0.02,0.158,8.681869487
0.02,0.159,9.007611996
0.02,0.16,9.342279287
0.02,0.161,9.685724263
0.02,0.162,10.03780305
0.02,0.163,10.39837492
0.02,0.164,10.76730217
0.02,0.165,11.1444501
0.02,0.166,11.52968685
0.02,0.167,11.92288342
0.02,0.168,12.32391352
0.02,0.169,12.73265351
0.02,0.17,13.14898238
0.02,0.171,13.57278162
0.02,0.172,14.00393518
0.02,0.173,14.44232942
0.02,0.174,14.88785302
0.02,0.175,15.34039694
0.02,0.176,15.79985438
0.02,0.177,16.26612065
0.02,0.178,16.73909322
0.02,0.179,17.21867157
0.02,0.18,17.70475721
0.02,0.181,18.1972536
0.02,0.182,18.6960661
0.02,0.183,19.20110191
0.02,0.184,19.71227006
0.02,0.185,20.22948137
0.02,0.186,20.75264833
0.02,0.187,21.28168516
0.02,0.188,21.81650771
0.02,0.189,22.35703342
0.02,0.19,22.90318132
0.02,0.191,23.45487195
0.02,0.192,24.01202734
0.02,0.193,24.574571
0.02,0.194,25.14242785
0.02,0.195,25.71552419
0.02,0.196,26.2937877
0.02,0.197,26.87714737
0.02,0.198,27.46553351
0.02,0.199,28.05887766
0.02,0.2,28.65711264
0.021,0,1107.056579
0.021,0.001,1009.79105
0.021,0.002,928.4890639
0.021,0.003,859.0935332
0.021,0.004,798.8900599
0.021,0.005,745.9791017
0.021,0.006,698.9826365
0.021,0.007,656.8710606
0.021,0.008,618.8559394
0.021,0.009,584.3208173
0.021,0.01,552.7750303
0.021,0.011,523.821961
0.021,0.012,497.1366593
0.021,0.013,472.4497128
0.021,0.014,449.535391
0.021,0.015,428.2027793
0.021,0.016,408.2890428
0.021,0.017,389.6542383
0.021,0.018,372.1772656
0.021,0.019,355.7526722
0.021,0.02,340.2881056
0.021,0.021,325.7022603
0.021,0.022,311.923211
0.021,0.023,298.8870459
0.021,0.024,286.5367404
0.021,0.025,274.8212192
0.021,0.026,263.6945731
0.021,0.027,253.1153987
0.021,0.028,243.0462406
0.021,0.029,233.4531157
0.021,0.03,224.3051072
0.021,0.031,215.5740152
0.021,0.032,207.2340559
0.021,0.033,199.2615999
0.021,0.034,191.6349458
0.021,0.035,184.3341215
0.021,0.036,177.3407108
0.021,0.037,170.6377004
0.021,0.038,164.2093458
0.021,0.039,158.0410514
0.021,0.04,152.1192658
0.021,0.041,146.4313873
0.021,0.042,140.9656801
0.021,0.043,135.7112001
0.021,0.044,130.6577268
0.021,0.045,125.7957042
0.021,0.046,121.1161856
0.021,0.047,116.6107855
0.021,0.048,112.2716349
0.021,0.049,108.0913417
0.021,0.05,104.0629543
0.021,0.051,100.1799285
0.021,0.052,96.43609779
0.021,0.053,92.82564592
0.021,0.054,89.3430819
0.021,0.055,85.98321726
0.021,0.056,82.74114513
0.021,0.057,79.6122211
0.021,0.058,76.59204561
0.021,0.059,73.67644779
0.021,0.06,70.8614706
0.021,0.061,68.14335704
0.021,0.062,65.51853754
0.021,0.063,62.98361824
0.021,0.064,60.53537016
0.021,0.065,58.17071917
0.021,0.066,55.88673671
0.021,0.067,53.68063116
0.021,0.068,51.54973983
0.021,0.069,49.49152151
0.021,0.07,47.50354954
0.021,0.071,45.58350537
0.021,0.072,43.7291725
0.021,0.073,41.9384309
0.021,0.074,40.20925175
0.021,0.075,38.53969252
0.021,0.076,36.92789241
0.021,0.077,35.37206804
0.021,0.078,33.87050942
0.021,0.079,32.42157617
0.021,0.08,31.02369402
0.021,0.081,29.67535143
0.021,0.082,28.37509649
0.021,0.083,27.121534
0.021,0.084,25.91332267
0.021,0.085,24.74917254
0.021,0.086,23.62784252
0.021,0.087,22.54813808
0.021,0.088,21.50890908
0.021,0.089,20.50904769
0.021,0.09,19.54748645
0.021,0.091,18.62319645
0.021,0.092,17.73518559
0.021,0.093,16.88249691
0.021,0.094,16.06420707
0.021,0.095,15.27942485
0.021,0.096,14.52728977
0.021,0.097,13.80697078
0.021,0.098,13.11766496
0.021,0.099,12.45859638
0.021,0.1,11.82901493
0.021,0.101,11.22819528
0.021,0.102,10.65543585
0.021,0.103,10.11005781
0.021,0.104,9.59140419
0.021,0.105,9.098839012
0.021,0.106,8.63174642
0.021,0.107,8.189529908
0.021,0.108,7.771611554
0.021,0.109,7.377431299
0.021,0.11,7.006446261
0.021,0.111,6.658130073
0.021,0.112,6.331972261
0.021,0.113,6.027477642
0.021,0.114,5.744165756
0.021,0.115,5.481570317
0.021,0.116,5.239238693
0.021,0.117,5.016731407
0.021,0.118,4.81362166
0.021,0.119,4.629494877
0.021,0.12,4.463948266
0.021,0.121,4.316590406
0.021,0.122,4.18704084
0.021,0.123,4.0749297
0.021,0.124,3.979897331
0.021,0.125,3.901593948
0.021,0.126,3.839679289
0.021,0.127,3.793822301
0.021,0.128,3.763700822
0.021,0.129,3.749001286
0.021,0.13,3.74941844
0.021,0.131,3.764655063
0.021,0.132,3.794421708
0.021,0.133,3.838436444
0.021,0.134,3.896424617
0.021,0.135,3.968118612
0.021,0.136,4.053257632
0.021,0.137,4.151587478
0.021,0.138,4.262860341
0.021,0.139,4.386834606
0.021,0.14,4.523274651
0.021,0.141,4.671950672
0.021,0.142,4.832638495
0.021,0.143,5.005119408
0.021,0.144,5.189179995
0.021,0.145,5.384611976
0.021,0.146,5.591212051
0.021,0.147,5.808781755
0.021,0.148,6.037127312
0.021,0.149,6.276059498
0.021,0.15,6.525393506
0.021,0.151,6.784948821
0.021,0.152,7.054549092
0.021,0.153,7.334022015
0.021,0.154,7.623199214
0.021,0.155,7.921916133
0.021,0.156,8.230011927
0.021,0.157,8.547329355
0.021,0.158,8.873714684
0.021,0.159,9.209017585
0.021,0.16,9.553091048
0.021,0.161,9.90579128
0.021,0.162,10.26697763
0.021,0.163,10.63651248
0.021,0.164,11.01426121
0.021,0.165,11.40009205
0.021,0.166,11.79387606
0.021,0.167,12.19548705
0.021,0.168,12.60480145
0.021,0.169,13.02169834
0.021,0.17,13.44605927
0.021,0.171,13.87776828
0.021,0.172,14.3167118
0.021,0.173,14.7627786
0.021,0.174,15.21585971
0.021,0.175,15.67584839
0.021,0.176,16.14264004
0.021,0.177,16.6161322
0.021,0.178,17.09622443
0.021,0.179,17.58281831
0.021,0.18,18.07581736
0.021,0.181,18.57512701
0.021,0.182,19.08065455
0.021,0.183,19.59230908
0.021,0.184,20.11000145
0.021,0.185,20.63364426
0.021,0.186,21.16315177
0.021,0.187,21.69843991
0.021,0.188,22.23942619
0.021,0.189,22.78602969
0.021,0.19,23.33817101
0.021,0.191,23.89577227
0.021,0.192,24.45875702
0.021,0.193,25.02705024
0.021,0.194,25.6005783
0.021,0.195,26.17926894
0.021,0.196,26.76305121
0.021,0.197,27.35185546
0.021,0.198,27.94561331
0.021,0.199,28.54425763
0.021,0.2,29.14772247
0.022,0,1043.443117
0.022,0.001,954.5532631
0.022,0.002,879.7325753
0.022,0.003,815.5218999
0.022,0.004,759.5731985
0.022,0.005,710.2244941
0.022,0.006,666.2589807
0.022,0.007,626.7606145
0.022,0.008,591.0234767
0.022,0.009,558.4926652
0.022,0.01,528.7244746
0.022,0.011,501.3588117
0.022,0.012,476.0996169
0.022,0.013,452.7006687
0.022,0.014,430.9550968
0.022,0.015,410.687501
0.022,0.016,391.7479415
0.022,0.017,374.0072912
0.022,0.018,357.353598
0.022,0.019,341.6892047
0.022,0.02,326.9284464
0.022,0.021,312.9957911
0.022,0.022,299.8243253
0.022,0.023,287.3545112
0.022,0.024,275.5331595
0.022,0.025,264.3125728
0.022,0.026,253.6498291
0.022,0.027,243.5061772
0.022,0.028,233.8465241
0.022,0.029,224.6389987
0.022,0.03,215.8545777
0.022,0.031,207.4667638
0.022,0.032,199.4513087
0.022,0.033,191.785971
0.022,0.034,184.4503073
0.022,0.035,177.4254881
0.022,0.036,170.6941374
0.022,0.037,164.2401908
0.022,0.038,158.048771
0.022,0.039,152.1060767
0.022,0.04,146.3992852
0.022,0.041,140.9164641
0.022,0.042,135.6464942
0.022,0.043,130.5789993
0.022,0.044,125.7042837
0.022,0.045,121.0132763
0.022,0.046,116.4974795
0.022,0.047,112.1489242
0.022,0.048,107.9601279
0.022,0.049,103.9240577
0.022,0.05,100.0340963
0.022,0.051,96.28401083
0.022,0.052,92.66792535
0.022,0.053,89.18029469
0.022,0.054,85.81588132
0.022,0.055,82.56973384
0.022,0.056,79.43716741
0.022,0.057,76.4137457
0.022,0.058,73.49526438
0.022,0.059,70.6777359
0.022,0.06,67.95737547
0.022,0.061,65.33058814
0.022,0.062,62.79395686
0.022,0.063,60.34423144
0.022,0.064,57.97831837
0.022,0.065,55.69327131
0.022,0.066,53.48628237
0.022,0.067,51.35467392
0.022,0.068,49.29589107
0.022,0.069,47.30749456
0.022,0.07,45.38715427
0.022,0.071,43.53264309
0.022,0.072,41.74183121
0.022,0.073,40.01268079
0.022,0.074,38.34324104
0.022,0.075,36.7316435
0.022,0.076,35.17609776
0.022,0.077,33.67488733
0.022,0.078,32.22636587
0.022,0.079,30.82895354
0.022,0.08,29.48113372
0.022,0.081,28.1814498
0.022,0.082,26.92850221
0.022,0.083,25.72094563
0.022,0.084,24.5574864
0.022,0.085,23.43687999
0.022,0.086,22.35792868
0.022,0.087,21.31947941
0.022,0.088,20.3204216
0.022,0.089,19.35968531
0.022,0.09,18.43623928
0.022,0.091,17.54908927
0.022,0.092,16.69727632
0.022,0.093,15.87987524
0.022,0.094,15.09599313
0.022,0.095,14.34476792
0.022,0.096,13.62536709
0.022,0.097,12.93698638
0.022,0.098,12.27884862
0.022,0.099,11.65020255
0.022,0.1,11.05032176
0.022,0.101,10.47850369
0.022,0.102,9.934068612
0.022,0.103,9.416358716
0.022,0.104,8.924737242
0.022,0.105,8.458587628
0.022,0.106,8.017312709
0.022,0.107,7.600333959
0.022,0.108,7.207090766
0.022,0.109,6.837039734
0.022,0.11,6.48965403
0.022,0.111,6.164422749
0.022,0.112,5.860850315
0.022,0.113,5.578455909
0.022,0.114,5.316772917
0.022,0.115,5.075348406
0.022,0.116,4.85374263
0.022,0.117,4.651528543
0.022,0.118,4.468291346
0.022,0.119,4.303628047
0.022,0.12,4.157147042
0.022,0.121,4.028467717
0.022,0.122,3.917220055
0.022,0.123,3.823044277
0.022,0.124,3.745590482
0.022,0.125,3.684518313
0.022,0.126,3.63949663
0.022,0.127,3.610203199
0.022,0.128,3.596324392
0.022,0.129,3.597554904
0.022,0.13,3.613597474
0.022,0.131,3.644162622
0.022,0.132,3.688968394
0.022,0.133,3.74774012
0.022,0.134,3.820210177
0.022,0.135,3.906117764
0.022,0.136,4.005208687
0.022,0.137,4.117235148
0.022,0.138,4.241955546
0.022,0.139,4.379134281
0.022,0.14,4.528541571
0.022,0.141,4.689953272
0.022,0.142,4.863150705
0.022,0.143,5.04792049
0.022,0.144,5.244054385
0.022,0.145,5.451349135
0.022,0.146,5.669606317
0.022,0.147,5.898632204
0.022,0.148,6.13823762
0.022,0.149,6.388237812
0.022,0.15,6.648452317
0.022,0.151,6.91870484
0.022,0.152,7.198823131
0.022,0.153,7.488638875
0.022,0.154,7.787987575
0.022,0.155,8.096708444
0.022,0.156,8.414644304
0.022,0.157,8.741641483
0.022,0.158,9.077549715
0.022,0.159,9.422222051
0.022,0.16,9.775514766
0.022,0.161,10.13728727
0.022,0.162,10.50740201
0.022,0.163,10.88572442
0.022,0.164,11.27212282
0.022,0.165,11.66646832
0.022,0.166,12.06863478
0.022,0.167,12.47849873
0.022,0.168,12.89593928
0.022,0.169,13.32083806
0.022,0.17,13.75307918
0.022,0.171,14.19254913
0.022,0.172,14.63913673
0.022,0.173,15.0927331
0.022,0.174,15.55323154
0.022,0.175,16.02052753
0.022,0.176,16.49451866
0.022,0.177,16.97510456
0.022,0.178,17.46218687
0.022,0.179,17.95566917
0.022,0.18,18.45545695
0.022,0.181,18.96145756
0.022,0.182,19.47358016
0.022,0.183,19.99173567
0.022,0.184,20.51583674
0.022,0.185,21.0457977
0.022,0.186,21.58153451
0.022,0.187,22.12296476
0.022,0.188,22.67000758
0.022,0.189,23.22258364
0.022,0.19,23.78061509
0.022,0.191,24.34402555
0.022,0.192,24.91274005
0.022,0.193,25.48668503
0.022,0.194,26.06578826
0.022,0.195,26.64997885
0.022,0.196,27.23918721
0.022,0.197,27.83334501
0.022,0.198,28.43238516
0.022,0.199,29.03624178
0.022,0.2,29.64485016
0.023,0,985.454958
0.023,0.001,903.9141871
0.023,0.002,834.8371059
0.023,0.003,775.2559572
0.023,0.004,723.1290102
0.023,0.005,676.9955867
0.023,0.006,635.7769445
0.023,0.007,598.6551295
0.023,0.008,564.9960022
0.023,0.009,534.2985201
0.023,0.01,506.1602709
0.023,0.011,480.253415
0.023,0.012,456.3074988
0.023,0.013,434.096922
0.023,0.014,413.4316312
0.023,0.015,394.1500962
0.023,0.016,376.1139316
0.023,0.017,359.2037225
0.023,0.018,343.3157471
0.023,0.019,328.3593745
0.023,0.02,314.254978
0.023,0.021,300.9322461
0.023,0.022,288.3288049
0.023,0.023,276.3890839
0.023,0.024,265.0633771
0.023,0.025,254.3070595
0.023,0.026,244.0799296
0.023,0.027,234.3456541
0.023,0.028,225.0712972
0.023,0.029,216.2269176
0.023,0.03,207.7852248
0.023,0.031,199.7212814
0.023,0.032,192.0122469
0.023,0.033,184.6371544
0.023,0.034,177.5767162
0.023,0.035,170.8131542
0.023,0.036,164.3300498
0.023,0.037,158.1122135
0.023,0.038,152.1455678
0.023,0.039,146.4170451
0.023,0.04,140.9144957
0.023,0.041,135.6266069
0.023,0.042,130.5428299
0.023,0.043,125.653315
0.023,0.044,120.948853
0.023,0.045,116.4208229
0.023,0.046,112.0611444
0.023,0.047,107.8622352
0.023,0.048,103.8169726
0.023,0.049,99.91865801
0.023,0.05,96.16098552
0.023,0.051,92.53801278
0.023,0.052,89.0441347
0.023,0.053,85.67405934
0.023,0.054,82.42278593
0.023,0.055,79.28558474
0.023,0.056,76.25797862
0.023,0.057,73.33572606
0.023,0.058,70.5148056
0.023,0.059,67.79140152
0.023,0.06,65.1618906
0.023,0.061,62.62282994
0.023,0.062,60.17094572
0.023,0.063,57.80312276
0.023,0.064,55.51639487
0.023,0.065,53.30793595
0.023,0.066,51.17505164
0.023,0.067,49.11517168
0.023,0.068,47.12584272
0.023,0.069,45.20472162
0.023,0.07,43.34956931
0.023,0.071,41.55824496
0.023,0.072,39.82870059
0.023,0.073,38.15897602
0.023,0.074,36.54719417
0.023,0.075,34.99155664
0.023,0.076,33.49033957
0.023,0.077,32.0418898
0.023,0.078,30.64462121
0.023,0.079,29.29701135
0.023,0.08,27.99759821
0.023,0.081,26.74497724
0.023,0.082,25.53779851
0.023,0.083,24.37476406
0.023,0.084,23.25462541
0.023,0.085,22.17618116
0.023,0.086,21.13827484
0.023,0.087,20.13979272
0.023,0.088,19.17966191
0.023,0.089,18.25684846
0.023,0.09,17.37035557
0.023,0.091,16.51922196
0.023,0.092,15.70252028
0.023,0.093,14.91935558
0.023,0.094,14.16886394
0.023,0.095,13.45021109
0.023,0.096,12.76259118
0.023,0.097,12.10522551
0.023,0.098,11.47736143
0.023,0.099,10.87827127
0.023,0.1,10.30725124
0.023,0.101,9.76362051
0.023,0.102,9.246720242
0.023,0.103,8.755912715
0.023,0.104,8.290580479
0.023,0.105,7.850125547
0.023,0.106,7.433968629
0.023,0.107,7.041548406
0.023,0.108,6.672320828
0.023,0.109,6.325758456
0.023,0.11,6.001349824
0.023,0.111,5.698598839
0.023,0.112,5.417024202
0.023,0.113,5.156158856
0.023,0.114,4.915549465
0.023,0.115,4.694755904
0.023,0.116,4.493350782
0.023,0.117,4.310918982
0.023,0.118,4.147057222
0.023,0.119,4.00137363
0.023,0.12,3.873487346
0.023,0.121,3.763028132
0.023,0.122,3.669636002
0.023,0.123,3.592960873
0.023,0.124,3.532662218
0.023,0.125,3.488408745
0.023,0.126,3.459878083
0.023,0.127,3.446756482
0.023,0.128,3.448738526
0.023,0.129,3.465526857
0.023,0.13,3.496831907
0.023,0.131,3.542371647
0.023,0.132,3.60187134
0.023,0.133,3.675063307
0.023,0.134,3.7616867
0.023,0.135,3.861487283
0.023,0.136,3.974217225
0.023,0.137,4.0996349
0.023,0.138,4.237504688
0.023,0.139,4.387596794
0.023,0.14,4.549687065
0.023,0.141,4.72355682
0.023,0.142,4.908992682
0.023,0.143,5.105786414
0.023,0.144,5.313734772
0.023,0.145,5.532639349
0.023,0.146,5.762306434
0.023,0.147,6.002546874
0.023,0.148,6.253175939
0.023,0.149,6.514013194
0.023,0.15,6.784882372
0.023,0.151,7.065611259
0.023,0.152,7.356031571
0.023,0.153,7.655978848
0.023,0.154,7.965292342
0.023,0.155,8.283814914
0.023,0.156,8.611392932
0.023,0.157,8.947876176
0.023,0.158,9.293117739
0.023,0.159,9.646973939
0.023,0.16,10.00930423
0.023,0.161,10.37997112
0.023,0.162,10.75884008
0.023,0.163,11.14577948
0.023,0.164,11.54066047
0.023,0.165,11.94335698
0.023,0.166,12.35374557
0.023,0.167,12.7717054
0.023,0.168,13.19711818
0.023,0.169,13.62986804
0.023,0.17,14.06984153
0.023,0.171,14.51692754
0.023,0.172,14.97101721
0.023,0.173,15.43200391
0.023,0.174,15.89978317
0.023,0.175,16.37425264
0.023,0.176,16.85531198
0.023,0.177,17.34286289
0.023,0.178,17.83680902
0.023,0.179,18.33705589
0.023,0.18,18.84351091
0.023,0.181,19.35608328
0.023,0.182,19.87468399
0.023,0.183,20.39922572
0.023,0.184,20.92962286
0.023,0.185,21.46579142
0.023,0.186,22.00764904
0.023,0.187,22.5551149
0.023,0.188,23.10810971
0.023,0.189,23.66655568
0.023,0.19,24.23037647
0.023,0.191,24.79949716
0.023,0.192,25.37384424
0.023,0.193,25.95334552
0.023,0.194,26.53793016
0.023,0.195,27.12752862
0.023,0.196,27.72207261
0.023,0.197,28.32149509
0.023,0.198,28.92573022
0.023,0.199,29.53471333
0.023,0.2,30.14838095
0.024,0,932.3889396
0.024,0.001,857.3319662
0.024,0.002,793.368962
0.024,0.003,737.9390793
0.024,0.004,689.2583282
0.024,0.005,646.0375545
0.024,0.006,607.3168479
0.024,0.007,572.363375
0.024,0.008,540.6057075
0.024,0.009,511.5901256
0.024,0.01,484.9506724
0.024,0.011,460.3881004
0.024,0.012,437.654736
0.024,0.013,416.5433814
0.024,0.014,396.8790325
0.024,0.015,378.5126019
0.024,0.016,361.3160927
0.024,0.017,345.1788404
0.024,0.018,330.0045523
0.024,0.019,315.7089509
0.024,0.02,302.217878
0.024,0.021,289.4657583
0.024,0.022,277.3943416
0.024,0.023,265.9516662
0.024,0.024,255.0911994
0.024,0.025,244.7711183
0.024,0.026,234.9537057
0.024,0.027,225.6048391
0.024,0.028,216.6935568
0.024,0.029,208.1916865
0.024,0.03,200.0735268
0.024,0.031,192.3155728
0.024,0.032,184.8962782
0.024,0.033,177.7958487
0.024,0.034,170.9960613
0.024,0.035,164.4801068
0.024,0.036,158.2324507
0.024,0.037,152.2387109
0.024,0.038,146.4855498
0.024,0.039,140.9605782
0.024,0.04,135.6522701
0.024,0.041,130.5498868
0.024,0.042,125.6434087
0.024,0.043,120.9234748
0.024,0.044,116.381328
0.024,0.045,112.0087657
0.024,0.046,107.7980959
0.024,0.047,103.7420966
0.024,0.048,99.83398002
0.024,0.049,96.06735962
0.024,0.05,92.43622006
0.024,0.051,88.93489013
0.024,0.052,85.55801793
0.024,0.053,82.30054827
0.024,0.054,79.15770192
0.024,0.055,76.12495667
0.024,0.056,73.19802997
0.024,0.057,70.37286292
0.024,0.058,67.64560561
0.024,0.059,65.01260355
0.024,0.06,62.47038529
0.024,0.061,60.0156508
0.024,0.062,57.64526091
0.024,0.063,55.35622743
0.024,0.064,53.14570404
0.024,0.065,51.01097784
0.024,0.066,48.94946147
0.024,0.067,46.95868586
