f_neg,fast,Chi_sq
0.003,0.12,14.80438685
0.003,0.121,14.21879161
0.003,0.122,13.6606523
0.003,0.123,13.12931705
0.003,0.124,12.6241545
0.003,0.125,12.14455294
0.003,0.126,11.68991959
0.003,0.127,11.25967985
0.003,0.128,10.85327663
0.003,0.129,10.47016967
0.003,0.13,10.10983492
0.003,0.131,9.771763925
0.003,0.132,9.455463269
0.003,0.133,9.160454001
0.003,0.134,8.886271122
0.003,0.135,8.632463075
0.003,0.136,8.398591266
0.003,0.137,8.1842296
0.003,0.138,7.988964042
0.003,0.139,7.812392187
0.003,0.14,7.654122862
0.003,0.141,7.513775731
0.003,0.142,7.390980925
0.003,0.143,7.285378684
0.003,0.144,7.196619014
0.003,0.145,7.124361357
0.003,0.146,7.068274277
0.003,0.147,7.028035153
0.003,0.148,7.003329892
0.003,0.149,6.993852647
0.003,0.15,6.999305547
0.003,0.151,7.019398443
0.003,0.152,7.053848652
0.003,0.153,7.102380727
0.003,0.154,7.164726219
0.003,0.155,7.240623464
0.003,0.156,7.329817361
0.003,0.157,7.432059176
0.003,0.158,7.547106339
0.003,0.159,7.674722257
0.003,0.16,7.814676129
0.003,0.161,7.966742773
0.003,0.162,8.130702451
0.003,0.163,8.306340711
0.003,0.164,8.493448226
0.003,0.165,8.69182064
0.003,0.166,8.901258427
0.003,0.167,9.121566743
0.003,0.168,9.352555293
0.003,0.169,9.594038198
0.003,0.17,9.845833868
0.003,0.171,10.10776488
0.003,0.172,10.37965785
0.003,0.173,10.66134334
0.003,0.174,10.95265573
0.003,0.175,11.2534331
0.003,0.176,11.56351716
0.003,0.177,11.88275311
0.003,0.178,12.21098958
0.003,0.179,12.54807853
0.003,0.18,12.89387512
0.003,0.181,13.24823767
0.003,0.182,13.61102756
0.003,0.183,13.98210913
0.003,0.184,14.36134964
0.003,0.185,14.74861915
0.003,0.186,15.14379046
0.003,0.187,15.54673906
0.003,0.188,15.95734304
0.003,0.189,16.37548302
0.003,0.19,16.80104207
0.003,0.191,17.23390571
0.003,0.192,17.67396177
0.003,0.193,18.12110037
0.003,0.194,18.57521386
0.003,0.195,19.03619677
0.003,0.196,19.50394574
0.003,0.197,19.97835946
0.003,0.198,20.45933865
0.003,0.199,20.94678599
0.003,0.2,21.44060607
0.004,0,7137.345868
0.004,0.001,5147.170191
0.004,0.002,4089.454393
0.004,0.003,3403.810164
0.004,0.004,2914.58692
0.004,0.005,2544.737757
0.004,0.006,2253.948173
0.004,0.007,2018.670794
0.004,0.008,1824.071096
0.004,0.009,1660.2703
0.004,0.01,1520.403273
0.004,0.011,1399.534604
0.004,0.012,1294.016493
0.004,0.013,1201.089764
0.004,0.014,1118.626022
0.004,0.015,1044.955469
0.004,0.016,978.7486627
0.004,0.017,918.9333389
0.004,0.018,864.63466
0.004,0.019,815.1314863
0.004,0.02,769.8238454
0.004,0.021,728.2083727
0.004,0.022,689.8595228
0.004,0.023,654.4150217
0.004,0.024,621.5644787
0.004,0.025,591.0403827
0.004,0.026,562.6109174
0.004,0.027,536.0741794
0.004,0.028,511.2534886
0.004,0.029,487.9935564
0.004,0.03,466.1573348
0.004,0.031,445.6234067
0.004,0.032,426.2838139
0.004,0.033,408.0422381
0.004,0.034,390.8124696
0.004,0.035,374.5171125
0.004,0.036,359.086484
0.004,0.037,344.4576749
0.004,0.038,330.5737448
0.004,0.039,317.3830293
0.004,0.04,304.8385416
0.004,0.041,292.8974544
0.004,0.042,281.5206484
0.004,0.043,270.6723192
0.004,0.044,260.3196328
0.004,0.045,250.4324238
0.004,0.046,240.9829287
0.004,0.047,231.9455519
0.004,0.048,223.2966574
0.004,0.049,215.0143848
0.004,0.05,207.0784853
0.004,0.051,199.470176
0.004,0.052,192.1720092
0.004,0.053,185.1677559
0.004,0.054,178.4423008
0.004,0.055,171.9815488
0.004,0.056,165.7723399
0.004,0.057,159.8023729
0.004,0.058,154.0601365
0.004,0.059,148.5348468
0.004,0.06,143.2163908
0.004,0.061,138.0952749
0.004,0.062,133.162578
0.004,0.063,128.4099092
0.004,0.064,123.829369
0.004,0.065,119.4135135
0.004,0.066,115.1553224
0.004,0.067,111.0481689
0.004,0.068,107.0857926
0.004,0.069,103.262275
0.004,0.07,99.57201544
0.004,0.071,96.0097111
0.004,0.072,92.57033677
0.004,0.073,89.24912714
0.004,0.074,86.04156021
0.004,0.075,82.94334191
0.004,0.076,79.95039191
0.004,0.077,77.05883051
0.004,0.078,74.26496642
0.004,0.079,71.56528547
0.004,0.08,68.95644011
0.004,0.081,66.43523963
0.004,0.082,63.99864111
0.004,0.083,61.64374092
0.004,0.084,59.36776685
0.004,0.085,57.16807078
0.004,0.086,55.04212178
0.004,0.087,52.98749969
0.004,0.088,51.00188916
0.004,0.089,49.08307401
0.004,0.09,47.22893196
0.004,0.091,45.43742976
0.004,0.092,43.70661851
0.004,0.093,42.03462936
0.004,0.094,40.41966943
0.004,0.095,38.86001801
0.004,0.096,37.35402291
0.004,0.097,35.90009716
0.004,0.098,34.49671576
0.004,0.099,33.14241268
0.004,0.1,31.83577811
0.004,0.101,30.57545569
0.004,0.102,29.36014008
0.004,0.103,28.18857454
0.004,0.104,27.0595487
0.004,0.105,25.97189645
0.004,0.106,24.92449392
0.004,0.107,23.91625758
0.004,0.108,22.94614248
0.004,0.109,22.01314049
0.004,0.11,21.11627875
0.004,0.111,20.25461812
0.004,0.112,19.4272517
0.004,0.113,18.6333035
0.004,0.114,17.87192713
0.004,0.115,17.14230454
0.004,0.116,16.44364484
0.004,0.117,15.7751832
0.004,0.118,15.13617981
0.004,0.119,14.52591878
0.004,0.12,13.94370728
0.004,0.121,13.38887455
0.004,0.122,12.86077107
0.004,0.123,12.35876769
0.004,0.124,11.88225486
0.004,0.125,11.43064188
0.004,0.126,11.00335614
0.004,0.127,10.59984249
0.004,0.128,10.21956251
0.004,0.129,9.861993958
0.004,0.13,9.526630099
0.004,0.131,9.212979179
0.004,0.132,8.920563859
0.004,0.133,8.648920691
0.004,0.134,8.397599619
0.004,0.135,8.166163496
0.004,0.136,7.954187625
0.004,0.137,7.761259321
0.004,0.138,7.586977486
0.004,0.139,7.430952209
0.004,0.14,7.292804374
0.004,0.141,7.172165293
0.004,0.142,7.068676347
0.004,0.143,6.981988647
0.004,0.144,6.911762703
0.004,0.145,6.857668114
0.004,0.146,6.819383262
0.004,0.147,6.796595023
0.004,0.148,6.788998488
0.004,0.149,6.796296699
0.004,0.15,6.818200385
0.004,0.151,6.854427721
0.004,0.152,6.904704085
0.004,0.153,6.968761835
0.004,0.154,7.046340081
0.004,0.155,7.137184481
0.004,0.156,7.241047031
0.004,0.157,7.357685873
0.004,0.158,7.486865103
0.004,0.159,7.62835459
0.004,0.16,7.7819298
0.004,0.161,7.947371628
0.004,0.162,8.124466233
0.004,0.163,8.313004883
0.004,0.164,8.512783801
0.004,0.165,8.723604021
0.004,0.166,8.945271245
0.004,0.167,9.177595708
0.004,0.168,9.420392047
0.004,0.169,9.673479173
0.004,0.17,9.936680148
0.004,0.171,10.20982207
0.004,0.172,10.49273595
0.004,0.173,10.78525662
0.004,0.174,11.0872226
0.004,0.175,11.39847602
0.004,0.176,11.7188625
0.004,0.177,12.04823107
0.004,0.178,12.38643406
0.004,0.179,12.73332704
0.004,0.18,13.0887687
0.004,0.181,13.45262076
0.004,0.182,13.82474793
0.004,0.183,14.2050178
0.004,0.184,14.59330077
0.004,0.185,14.98946997
0.004,0.186,15.3934012
0.004,0.187,15.80497287
0.004,0.188,16.22406588
0.004,0.189,16.65056362
0.004,0.19,17.08435188
0.004,0.191,17.52531877
0.004,0.192,17.97335469
0.004,0.193,18.42835225
0.004,0.194,18.89020624
0.004,0.195,19.35881356
0.004,0.196,19.83407314
0.004,0.197,20.31588594
0.004,0.198,20.80415487
0.004,0.199,21.29878476
0.004,0.2,21.79968228
0.005,0,5644.061613
0.005,0.001,4284.182785
0.005,0.002,3496.18155
0.005,0.003,2962.558926
0.005,0.004,2570.640663
0.005,0.005,2267.898386
0.005,0.006,2025.764572
0.005,0.007,1827.075824
0.005,0.008,1660.774628
0.005,0.009,1519.358615
0.005,0.01,1397.529659
0.005,0.011,1291.424812
0.005,0.012,1198.152914
0.005,0.013,1115.502338
0.005,0.014,1041.749586
0.005,0.015,975.5299091
0.005,0.016,915.7474733
0.005,0.017,861.5115087
0.005,0.018,812.0900065
0.005,0.019,766.8755315
0.005,0.02,725.3595775
0.005,0.021,687.1130571
0.005,0.022,651.7712666
