0,0.318783
0.2,0.3199
0.4,0.321017
0.6,0.322134
0.8,0.323251
1,0.324368
1.2,0.325485
1.4,0.326602
1.6,0.327719
1.8,0.328836
2,0.329953
2.2,0.331072
2.4,0.332236
2.6,0.333492
2.8,0.334842
3,0.336283
3.2,0.337811
3.4,0.339424
3.6,0.34112
3.8,0.342896
4,0.34475
4.2,0.346678
4.4,0.348679
4.6,0.350749
4.8,0.352886
5,0.355086
5.2,0.357347
5.4,0.359667
5.6,0.362041
5.8,0.364469
6,0.366945
6.2,0.369469
6.4,0.372036
6.6,0.374645
6.8,0.377293
7,0.379976
7.2,0.382692
7.4,0.385439
7.6,0.388214
7.8,0.391015
8,0.393839
8.2,0.396684
8.4,0.399547
8.6,0.402426
8.8,0.405319
9,0.408224
9.2,0.411139
9.4,0.414061
9.6,0.416988
9.8,0.419919
10,0.422852
10.2,0.425785
10.4,0.428716
10.6,0.431643
10.8,0.434565
11,0.43748
11.2,0.440387
11.4,0.443284
11.6,0.446169
11.8,0.449042
12,0.451901
12.2,0.454744
12.4,0.457571
12.6,0.460379
12.8,0.463169
13,0.465939
13.2,0.468687
13.4,0.471414
13.6,0.474117
13.8,0.476797
14,0.479451
14.2,0.48208
14.4,0.484683
14.6,0.487258
14.8,0.489806
15,0.492324
15.2,0.494814
15.4,0.497274
15.6,0.499703
15.8,0.502102
16,0.504469
16.2,0.506805
16.4,0.509107
16.6,0.511373
16.8,0.513655
17,0.515997
17.2,0.518126
17.4,0.519988
17.6,0.521671
17.8,0.523224
18,0.524676
18.2,0.526048
18.4,0.527354
18.6,0.528604
18.8,0.529808
19,0.530973
19.2,0.532103
19.4,0.533204
19.6,0.534278
19.8,0.535329
20,0.536359
20.2,0.537371
20.4,0.538367
20.6,0.539348
20.8,0.540315
21,0.54127
21.2,0.542214
21.4,0.543147
21.6,0.544072
21.8,0.544988
22,0.545896
22.2,0.546797
22.4,0.547691
22.6,0.548579
22.8,0.549462
23,0.550339
23.2,0.551211
23.4,0.552079
23.6,0.552942
23.8,0.553801
24,0.554657
24.2,0.555509
24.4,0.556358
24.6,0.557204
24.8,0.558048
25,0.558888
25.2,0.559726
25.4,0.560562
25.6,0.561396
25.8,0.562227
26,0.563057
26.2,0.563885
26.4,0.564711
26.6,0.565535
26.8,0.566358
27,0.567179
27.2,0.568
27.4,0.568818
27.6,0.569636
27.8,0.570453
28,0.571268
28.2,0.572082
28.4,0.572896
28.6,0.573708
28.8,0.57452
29,0.575331
29.2,0.576141
29.4,0.57695
29.6,0.577759
29.8,0.578566
30,0.579374
30.2,0.58018
30.4,0.580986
30.6,0.581792
30.8,0.582597
31,0.583402
31.2,0.584206
31.4,0.585009
31.6,0.585813
31.8,0.586615
32,0.587418
32.2,0.58822
32.4,0.589022
32.6,0.589823
32.8,0.590624
33,0.591425
33.2,0.592225
33.4,0.593025
33.6,0.593825
33.8,0.594625
34,0.595424
34.2,0.596223
34.4,0.597022
34.6,0.597821
34.8,0.598619
35,0.599417
35.2,0.600215
35.4,0.601013
35.6,0.601811
35.8,0.602608
36,0.603405
36.2,0.604202
36.4,0.604999
36.6,0.605796
36.8,0.606592
37,0.607389
37.2,0.608185
37.4,0.608981
37.6,0.609777
37.8,0.610573
38,0.611368
38.2,0.612164
38.4,0.612959
38.6,0.613754
38.8,0.614549
39,0.615344
39.2,0.616139
39.4,0.616933
39.6,0.617728
39.8,0.618522
40,0.619316
40.2,0.62011
40.4,0.620904
40.6,0.621698
40.8,0.622491
41,0.623285
41.2,0.624078
41.4,0.624871
41.6,0.625664
41.8,0.626457
42,0.62725
42.2,0.628042
42.4,0.628835
42.6,0.629627
42.8,0.630419
43,0.631211
43.2,0.632003
43.4,0.632795
43.6,0.633586
43.8,0.634378
44,0.635169
44.2,0.63596
44.4,0.636751
44.6,0.637542
44.8,0.638332
45,0.639123
45.2,0.639913
45.4,0.640703
45.6,0.641493
45.8,0.642283
46,0.643072
46.2,0.643862
46.4,0.644651
46.6,0.64544
46.8,0.646229
47,0.647017
47.2,0.647806
47.4,0.648594
47.6,0.649382
47.8,0.65017
48,0.650958
48.2,0.651745
48.4,0.652533
48.6,0.65332
48.8,0.654107
49,0.654893
49.2,0.65568
49.4,0.656466
49.6,0.657252
49.8,0.658038
50,0.658824
50.2,0.659609
50.4,0.660394
50.6,0.661179
50.8,0.661964
51,0.662748
51.2,0.663532
51.4,0.664317
51.6,0.6651
51.8,0.665884
52,0.666667
52.2,0.66745
52.4,0.668233
52.6,0.669015
52.8,0.669798
53,0.67058
53.2,0.671362
53.4,0.672143
53.6,0.672924
53.8,0.673705
54,0.674486
54.2,0.675266
54.4,0.676046
54.6,0.676826
54.8,0.677606
55,0.678385
55.2,0.679164
55.4,0.679943
55.6,0.680721
55.8,0.681499
56,0.682277
56.2,0.683055
56.4,0.683832
56.6,0.684609
56.8,0.685386
57,0.686162
57.2,0.686938
57.4,0.687714
57.6,0.688489
57.8,0.689264
58,0.690039
58.2,0.690813
58.4,0.691587
58.6,0.692361
58.8,0.693134
59,0.693908
59.2,0.69468
59.4,0.695453
59.6,0.696225
59.8,0.696997
60,0.697768
60.2,0.698539
60.4,0.69931
60.6,0.70008
60.8,0.70085
61,0.701619
61.2,0.702389
61.4,0.703158
61.6,0.703926
61.8,0.704694
62,0.705462
62.2,0.706229
62.4,0.706996
62.6,0.707763
62.8,0.708529
63,0.709295
63.2,0.71006
63.4,0.710825
63.6,0.71159
63.8,0.712354
64,0.713118
64.2,0.713882
64.4,0.714645
64.6,0.715407
64.8,0.71617
65,0.716932
65.2,0.717693
65.4,0.718454
65.6,0.719215
65.8,0.719975
66,0.720734
66.2,0.721494
66.4,0.722253
66.6,0.723011
66.8,0.723769
67,0.724527
67.2,0.725284
67.4,0.726041
67.6,0.726797
67.8,0.727553
68,0.728308
68.2,0.729063
68.4,0.729818
68.6,0.730572
68.8,0.731325
69,0.732079
69.2,0.732831
69.4,0.733584
69.6,0.734335
69.8,0.735086
70,0.735837
70.2,0.736588
70.4,0.737338
70.6,0.738087
70.8,0.738836
71,0.739584
71.2,0.740332
71.4,0.74108
71.6,0.741827
71.8,0.742573
72,0.743319
72.2,0.744065
72.4,0.74481
72.6,0.745554
72.8,0.746298
73,0.747042
73.2,0.747784
73.4,0.748527
73.6,0.749269
73.8,0.750011
74,0.750751
74.2,0.751492
74.4,0.752232
74.6,0.752971
74.8,0.75371
75,0.754448
75.2,0.755186
75.4,0.755924
75.6,0.75666
75.8,0.757397
76,0.758132
76.2,0.758867
76.4,0.759602
76.6,0.760336
76.8,0.761069
77,0.761802
77.2,0.762535
77.4,0.763266
77.6,0.763998
77.8,0.764728
78,0.765458
78.2,0.766188
78.4,0.766917
78.6,0.767646
78.8,0.768373
79,0.769101
79.2,0.769828
79.4,0.770554
79.6,0.77128
79.8,0.772005
80,0.77273
80.2,0.773454
80.4,0.774177
80.6,0.7749
80.8,0.775622
81,0.776344
81.2,0.777065
81.4,0.777785
81.6,0.778505
81.8,0.779225
82,0.779943
82.2,0.780661
82.4,0.781379
82.6,0.782096
82.8,0.782812
83,0.783528
83.2,0.784243
83.4,0.784958
83.6,0.785671
83.8,0.786385
84,0.787097
84.2,0.787809
84.4,0.788521
84.6,0.789232
84.8,0.789942
85,0.790651
85.2,0.79136
85.4,0.792069
85.6,0.792776
85.8,0.793483
86,0.79419
86.2,0.794896
86.4,0.795601
86.6,0.796305
86.8,0.797009
87,0.797712
87.2,0.798415
87.4,0.799117
87.6,0.799818
87.8,0.800519
88,0.801219
88.2,0.801918
88.4,0.802617
88.6,0.803315
88.8,0.804013
89,0.804709
89.2,0.805405
89.4,0.806101
89.6,0.806796
89.8,0.80749
90,0.808183
90.2,0.808876
90.4,0.809568
90.6,0.81026
90.8,0.810951
91,0.811641
91.2,0.81233
91.4,0.813019
91.6,0.813707
91.8,0.814395
92,0.815081
92.2,0.815767
92.4,0.816453
92.6,0.817137
92.8,0.817821
93,0.818505
93.2,0.819187
93.4,0.819869
93.6,0.820551
93.8,0.821231
94,0.821911
94.2,0.82259
94.4,0.823269
94.6,0.823947
94.8,0.824624
95,0.8253
95.2,0.825976
95.4,0.826651
95.6,0.827325
95.8,0.827999
96,0.828672
96.2,0.829344
96.4,0.830015
96.6,0.830686
96.8,0.831356
97,0.832025
97.2,0.832694
97.4,0.833362
97.6,0.834029
97.8,0.834696
98,0.835361
98.2,0.836026
98.4,0.836691
98.6,0.837354
98.8,0.838018
99,0.838684
99.2,0.839289
99.4,0.839787
99.6,0.840272
99.8,0.840758
100,0.841242
100.2,0.841725
100.4,0.842205
100.6,0.842684
100.8,0.843162
101,0.843637
101.2,0.844111
101.4,0.844583
101.6,0.845053
101.8,0.845522
102,0.845989
102.2,0.846453
102.4,0.846916
102.6,0.847377
102.8,0.847837
103,0.848294
103.2,0.84875
103.4,0.849204
103.6,0.849655
103.8,0.850105
104,0.850553
104.2,0.851
104.4,0.851444
104.6,0.851886
104.8,0.852327
105,0.852765
105.2,0.853202
105.4,0.853637
105.6,0.85407
105.8,0.8545
106,0.854929
106.2,0.855356
106.4,0.855781
106.6,0.856204
106.8,0.856625
107,0.857045
107.2,0.857462
107.4,0.857877
107.6,0.85829
107.8,0.858702
108,0.859111
108.2,0.859518
108.4,0.859923
108.6,0.860327
108.8,0.860728
109,0.861127
109.2,0.861525
109.4,0.86192
109.6,0.862314
109.8,0.862705
110,0.863094
110.2,0.863482
110.4,0.863867
110.6,0.864251
110.8,0.864632
111,0.865012
111.2,0.865389
111.4,0.865764
111.6,0.866138
111.8,0.866509
112,0.866879
112.2,0.867246
112.4,0.867612
112.6,0.867975
112.8,0.868337
113,0.868696
113.2,0.869054
113.4,0.869409
113.6,0.869763
113.8,0.870114
114,0.870464
114.2,0.870812
114.4,0.871157
114.6,0.871501
114.8,0.871843
115,0.872183
115.2,0.87252
115.4,0.872856
115.6,0.87319
115.8,0.873522
116,0.873852
116.2,0.87418
116.4,0.874506
116.6,0.87483
116.8,0.875153
117,0.875473
117.2,0.875791
117.4,0.876108
117.6,0.876422
117.8,0.876735
118,0.877046
118.2,0.877355
118.4,0.877662
118.6,0.877967
118.8,0.87827
119,0.878571
119.2,0.878871
119.4,0.879168
119.6,0.879464
119.8,0.879758
120,0.88005
