79,1.36E-01,0.00E+00
79.5,1.31E-01,0.00E+00
80,1.25E-01,0.00E+00
80.5,1.19E-01,0.00E+00
81,1.13E-01,0.00E+00
81.5,1.08E-01,0.00E+00
82,1.03E-01,0.00E+00
82.5,9.73E-02,0.00E+00
83,9.21E-02,5.26E-12
83.5,8.71E-02,2.10E-11
84,8.21E-02,5.26E-11
84.5,7.72E-02,1.05E-10
85,7.24E-02,1.84E-10
85.5,6.77E-02,2.95E-10
86,6.31E-02,4.42E-10
86.5,5.85E-02,6.31E-10
87,5.40E-02,8.68E-10
87.5,4.97E-02,1.16E-09
88,4.54E-02,1.50E-09
88.5,4.13E-02,1.90E-09
89,3.73E-02,2.33E-09
89.5,3.34E-02,2.79E-09
90,2.98E-02,3.26E-09
90.5,2.63E-02,3.74E-09
91,2.30E-02,4.21E-09
91.5,1.99E-02,4.67E-09
92,1.67E-02,5.10E-09
92.5,1.37E-02,5.50E-09
93,1.09E-02,5.84E-09
93.5,8.47E-03,6.13E-09
94,6.36E-03,6.37E-09
94.5,4.56E-03,6.56E-09
95,3.05E-03,6.71E-09
95.5,1.80E-03,6.82E-09
96,7.82E-04,6.89E-09
96.5,3.40E-04,6.95E-09
97,1.48E-04,6.98E-09
97.5,6.42E-05,6.99E-09
98,2.79E-05,7.00E-09
98.5,1.21E-05,7.00E-09
99,5.27E-06,7.00E-09
99.5,2.29E-06,7.00E-09
100,9.95E-07,7.00E-09
100.5,4.33E-07,7.00E-09
101,1.88E-07,7.00E-09
101.5,8.17E-08,7.00E-09
102,3.55E-08,7.00E-09
102.5,1.54E-08,7.00E-09
103,6.71E-09,7.00E-09
103.5,2.91E-09,7.00E-09
104,1.27E-09,7.00E-09
104.5,5.50E-10,7.00E-09
105,2.39E-10,7.00E-09
105.5,1.04E-10,7.00E-09
106,4.52E-11,7.00E-09
106.5,1.96E-11,7.00E-09
107,8.53E-12,7.00E-09
107.5,3.71E-12,7.00E-09
108,1.61E-12,7.00E-09
108.5,7.01E-13,7.00E-09
109,3.04E-13,7.00E-09
109.5,1.32E-13,7.00E-09
110,5.75E-14,7.00E-09
110.5,2.50E-14,7.00E-09
111,1.09E-14,7.00E-09
111.5,4.72E-15,7.00E-09
112,2.05E-15,7.00E-09
112.5,8.92E-16,7.00E-09
113,3.87E-16,7.00E-09
113.5,1.68E-16,7.00E-09
114,7.32E-17,7.00E-09
114.5,3.18E-17,7.00E-09
115,1.38E-17,7.00E-09
115.5,6.01E-18,7.00E-09
116,2.61E-18,7.00E-09
116.5,1.13E-18,7.00E-09
117,4.93E-19,7.00E-09
117.5,2.14E-19,7.00E-09
118,9.31E-20,7.00E-09
118.5,4.05E-20,7.00E-09
119,1.76E-20,7.00E-09
119.5,7.64E-21,7.00E-09
120,3.32E-21,7.00E-09
120.5,1.44E-21,7.00E-09
121,6.28E-22,7.00E-09
121.5,2.73E-22,7.00E-09
122,1.19E-22,7.00E-09
122.5,5.15E-23,7.00E-09
123,2.24E-23,7.00E-09
123.5,9.73E-24,7.00E-09
124,4.23E-24,7.00E-09
124.5,1.84E-24,7.00E-09
125,7.99E-25,7.00E-09
125.5,3.47E-25,7.00E-09
126,1.51E-25,7.00E-09
126.5,6.56E-26,7.00E-09
127,2.85E-26,7.00E-09
127.5,1.24E-26,7.00E-09
128,5.38E-27,7.00E-09
128.5,1.30E-27,7.00E-09
129,3.40E-28,7.00E-09
129.5,9.99E-29,7.00E-09
130,3.49E-29,7.00E-09
